fighter_name,Height,Weight,Reach,Stance,DOB,Affiliation,Born,Fighting out of
Impa Kasanganay,"5' 11""",185 lbs.,"75""",Orthodox,"Jan 17, 1994",Gym-O,"Fort Lauderdale, Florida","Charlotte, North Carolina"
Nadia Kassem,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 15, 1995",Australian Top Team,"Sydney, New South Wales, Australia","Wentworthville, Australia"
Brad Katona,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 19, 1991",Straight Blast Gym Ireland,"Winnipeg, Manitoba, Canada","Dublin, Ireland"
Calvin Kattar,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988",New England Cartel,"Lawrence, Massachusetts","Methuen, Massachusetts"
Sarah Kaufman,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 20, 1985",Zugec Ultimate Martial Arts,"Victoria, British Columbia, Canada","Victoria, British Columbia"
Tatsuya Kawajiri,"5' 7""",145 lbs.,"69""",Orthodox,"May 08, 1978",T-BLOOD,"Inashiki, Ibaraki, Japan","Inashiki, Japan"
Chris Kelades,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981",Titans MMA,"Dartmouth, Nova Scotia, Canada","Cole Harbor, Nova Scotia"
Brian Kelleher,"5' 6""",145 lbs.,"66""",Switch,"Aug 19, 1986",Long Island MMA,"Oceanside, New York, United States","Selden, New York"
Tony Kelley,"5' 9""",135 lbs.,"70""",Switch,"Jan 21, 1987",,United States,"Shreveport, Louisiana"
Paul Kelly,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",Wolfslair Academy,"Liverpool, England","Liverpool, England"
Daniel Kelly,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977",,"Melbourne, Victoria, Australia","Melbourne, Victoria, Australia"
Tim Kennedy,"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979",Jackson Wink MMA,"San Luis Obispo, California, United States","Fort Bragg, North Carolina"
Jeremy Kennedy,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992",Team Quest Thailand,"Surrey, British Columbia, Canada","Chiang Mai, Thailand"
Casey Kenney,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 20, 1991",Rise Combat Sports,"Portland, Indiana, United States","Tucson, Arizona"
Rustam Khabilov,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",Jackson Wink MMA,"Makhachkala, Russian SFSR, Soviet Union","Albuquerque, New Mexico"
Sergey Khandozhko,"6' 1""",170 lbs.,"74""",Orthodox,"May 19, 1992",Fight Club No. 1,Russia,"Moscow, Russia"
Pannie Kianzad,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",Arte Suave,"Ahvaz, Iran","Copenhagen, Denmark"
Katsunori Kikuno,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",ALLIANCE,Japan,Japan
Jacob Kilburn,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 28, 1995",Harris Holt Combat Sports,United States,"Woodlawn, Tennessee"
Dong Hyun Kim,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",Team Stun Gun,"Suwon, South Korea","Busan, Yeongnam, South Korea"
Ji Yeon Kim,"5' 7""",125 lbs.,"72""",Orthodox,"Oct 18, 1989",MOB Training Center,South Korea,"Incheon, South Korea"
Jeremy Kimball,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991",Shingitai Jujitsu,"Burlington, Vermont","Colorado Springs, Colorado"
Rob Kimmons,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981",Perseverance MMA and Athletic Academy,"Kansas City, Kansas, United States","Gladstone, Missouri"
Dustin Kimura,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989",Gracie Technics,"Honolulu, Hawaii, United States","Honolulu, Hawaii"
Kyle Kingsbury,"6' 4""",205 lbs.,"79""",Orthodox,"Mar 22, 1982",American Kickboxing Academy,"San Jose, California, United States","San Jose, California"
Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",Gym-O,"St. Petersburg, Russia","Los Angeles, California"
Ludovit Klein,"5' 7""",155 lbs.,"72""",Southpaw,"Feb 22, 1995",,Slovakia,Slovakia
Drakkar Klose,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",Fight Ready MMA,"South Haven, Michigan, United States","Glendale, Arizona"
Jason Knight,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992","American Top Team D’Iberville, MS",United States,"Lucedale, Mississippi"
William Knight,"5' 10""",205 lbs.,"73""",Orthodox,"Apr 03, 1988",Thornton Martial Arts,United States,Connecticut
Erik Koch,"5' 10""",170 lbs.,"71""",Southpaw,"Oct 04, 1988",Hybrid Faction,"Cedar Rapids, Iowa, United States","Milwaukee, Wisconsin"
Syuri Kondo,"5' 4""",115 lbs.,"66""",Orthodox,"Feb 08, 1989",Vos Gym,"Ebina, Kanagawa, Japan","Yokohama, Japan"
Cheick Kongo,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",Quoniam Gym,"Paris, France","Widnes, England"
Roman Kopylov,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1991",,Russia,"Novosibirsk, Russia"
Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",Dethrone Base Camp Fresno,"Waynesburg, Pennsylvania, United States","Fresno, California"
Naoyuki Kotani,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981",Rodeo Style,"Yokosuka, Kanagawa, Japan",Japan
Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985",Shark Top Team Łódź,Poland,"Łódź, Poland"
Derrick Krantz,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988",Longview MMA / Team 515,United States,"Marshall, Texas"
James Krause,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",Glory MMA and Fitness,United States,"Lee's Summit, Missouri"
Nikita Krylov,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",YK Promotion,"Donetsk, Ukraine","Donetsk, Ukraine"
Michael Kuiper,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",Perfect Team,"Rotterdam, Netherlands","Tilburg, Netherlands"
Anton Kuivanen,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984",Primus Fight Team,"Parnu, Estonia","Helsinki, Finland"
Aleksei Kunchenko,"5' 8""",170 lbs.,"70""",Orthodox,"May 02, 1984",BK Arkhangel Mikhail,Russia,"Tyumen, Russia"
Kiichi Kunimoto,"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981",Cobra Kai MMA Dojo,"Osaka, Japan","Osaka, Japan"
Yana Kunitskaya,"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",Fight Spirit Gym,"Murmansk, Russia","Saint Petersburg, Russia"
Aspen Ladd,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",MMA Gold Fight Team,"Pioneer, California","Pioneer, California"
Ryan LaFlare,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",Long Island MMA,"Lindenhurst, New York","Boca Raton, Florida"
Noad Lahat,"5' 9""",145 lbs.,"69""",Orthodox,"Jun 08, 1984",American Kickboxing Academy,"Samara, Israel","San Jose, California"
Ricardo Lamas,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",MMA Masters,"Chicago, Illinois, United States","Chicago, Illinois"
Jason Lambert,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",Alliance MMA,United States,"Carlsbad, California"
Nate Landwehr,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",SSF Submission Academy,United States,"Clarksville, Tennessee"
Lina Lansberg,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",Redline TC,"Karlstad, Sweden","Malmö, Sweden"
Taylor Lapilus,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",,France,"Paris, France"
Chad Laprise,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",Adrenaline MMA Training & Fitness,Canada,"London, Ontario"
TJ Laramie,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",Maximum Training Centre,Canada,"Windsor, Ontario"
Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",Millennia MMA,"Riverside, California, United States","Riverside, California"
Jeremy Larsen,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",Arizona Combat Sports,United States,"Phoenix, Arizona"
Brock Larson,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",Minnesota Martial Arts Academy,"Brainerd, Minnesota, United States","Brainerd, Minnesota"
Ilir Latifi,"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983",Allstars Training Center,"Malmo, Sweden","Boca Raton, Florida"
Jenel Lausa,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",Team Capanay,"Concepcion, Iloilo, Philippines","Manila, Philippines"
Joe Lauzon,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",Lauzon Mixed Martial Arts,"Brockton, Massachusetts, United States","Bridgewater, Massachusetts"
Robbie Lawler,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",Sanford MMA,"San Diego, California, United States","Coconut Creek, Florida"
Tom Lawlor,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",The Jungle MMA,"Fall River, Massachusetts, United States","Providence, Rhode Island"
Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",Black House,"Pacific, Missouri, United States","Pacific, Missouri"
Valmir Lazaro,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",Nova União,"Salvador, Bahia, Brazil","Salvador, Bahia, Brazil"
Mounir Lazzez,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",Team Nogueira Dubai,Tunisia,Dubai
Cung Le,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",Cung Le's MMA,"Saigon, Vietnam","San Jose, California"
Chris Leben,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",Arena Gym,"Portland, Oregon, United States","Oahu, Hawaii"
Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",Obyfight,"Paris, France","Paris, France"
Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",,"Rosharon, Texas, United States","Houston, Texas"
Vaughan Lee,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",Ultimate Training Centre,"Birmingham, England","Birmingham, England"
Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",Tristar Gym,"Detroit, Michigan, United States","Grand Rapids, Michigan"
Andrea Lee,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",Karate Mafia MMA,"Atlanta, Texas, United States","Shreveport, Louisiana"
Thales Leites,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",Nova União,"Rio de Janeiro, Rio de Janeiro, Brazil","Niteroi, Rio de Janeiro, Brazil"
Amanda Lemos,"5' 4""",135 lbs.,"65""",Southpaw,"May 22, 1987",Marajó Brothers Team,Brazil,"Para, Brazil"
Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",Miletich Fighting Systems,"Cedar Rapids, Iowa, United States","Davenport, Iowa, United States"
Nik Lentz,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",American Top Team,"El Paso, Texas, United States","Coconut Creek, Florida"
Brock Lesnar,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",,"Webster, South Dakota, United States","Alexandria, Minnesota"
Valerie Letourneau,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",American Top Team,"Montreal, Quebec, Canada","Coconut Creek, Florida"
Leah Letson,"5' 7""",145 lbs.,"71""",,"Aug 21, 1992",Pura Vida BJJ/MMA,"Janesville, Wisconsin","Milwaukee, Wisconsin"
Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",Minnesota Fight Factory,"Minneapolis, Minnesota, United States","Minneapolis, Minnesota"
Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",Silverback Fight Club,United States,"Houston, Texas"
Bevon Lewis,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",,"Long Beach, California","Lawrenceville, Georgia "
Jingliang Li,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",China Top Team,"Tacheng, Xinjiang Province, China","Beijing, China"
Chuck Liddell,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",The Pit,"Santa Barbara, California, United States","San Luis Obispo, California"
Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",Team Macho,"Seoul, South Korea","Seoul, South Korea"
Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",Gracie Barra Belo Horizonte,"Belo Horizonte, Minas Gerais, Brazil","Belo Horizonte, Minas Gerais, Brazil"
Dhiego Lima,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",American Top Team Atlanta,"Goiania, Goias, Brazil","Atlanta, Georgia"
John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",OCSJJ,"Paranagua, Parana, Brazil","Paranagua, Parana, Brazil"
Austin Lingo,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",Fortis MMA,United States,"Dallas, Texas"
Philipe Lins,"6' 2""",240 lbs.,"78""",Orthodox,"Aug 17, 1985",American Top Team,Brazil,"Natal, Rio Grande do Norte, Brazil"
Ariane Lipski,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",Kings MMA,"Curitiba, Parana, Brazil","Curitiba, Parana, Brazil"
Dean Lister,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",City Boxing,United States,"San Diego, California"
Artem Lobov,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",Straight Blast Gym Ireland,"Nizhny Novgorod, Russia","Dublin, Ireland"
David Loiseau,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",Tristar Gym,"Montreal, Quebec, Canada","Montreal, Quebec"
Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",,Cuba,"Miami, Florida"
Loma Lookboonmee,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",Tiger Muay Thai,"Buriram, Thailand","Amphoe Muang Phuket, Phuket, Thailand"
Matthew Lopez,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",Reign MMA,"Tucson, Arizona, United States","Fullerton, California"
Benito Lopez,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",Team Alpha Male,"Oroville, California","Oroville, California"
Gustavo Lopez,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",Xtreme Couture,"Wapato, Washington","Las Vegas, Nevada"
Brendan Loughnane,"5' 10""",145 lbs.,"70""",Switch,"Dec 05, 1989",Manchester Predators,England,"Manchester, England"
Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",,United States,"Denver, Colorado"
Dalcha Lungiambula,"5' 8""",205 lbs.,"76""",Orthodox,"Jul 31, 1987",Camp Fight,Democratic Republic Of The Congo,"Cape Town, South Africa"
Vicente Luque,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",Cerrado MMA,"Westwood, New Jersey","Brasilia, Federal District, Brazil"
Travis Lutter,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",Lion's Den Texas,United States,"Dallas, Texas"
Chris Lytle,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",Integrated Fighting Academy,"Indianapolis, Indiana, United States","Indianapolis, Indiana"
Dong Hyun Ma,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988",Busan Team MAD,South Korea,"Busan, South Korea"
William Macario,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",Pejor,"Rio de Janeiro, Rio de Janeiro, Brazil","Rio de Janeiro, Rio de Janeiro, Brazil"
Jason MacDonald,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",Pure Fitness MMA,"New Glasgow, Nova Scotia, Canada","Edmonton, Alberta"
Rory MacDonald,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",Tristar Gym,"Quesnel, British Columbia, Canada","Montreal, Quebec"
Ryan MacDonald,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993",Disorderly Conduct,"North Platte, Nebraska","North Platte, Nebraska"
Veronica Macedo,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",MMA Factory,"Caracas, Venezuela",Caracas
Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",Black House MMA,"Salvador, Bahia, Brazil","Los Angeles, California"
Reza Madadi,"5' 11""",155 lbs.,"73""",Orthodox,"Jun 20, 1978",Allstars Training Center,"Tehran, Iran","Stockholm, Sweden"
Don Madge,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990",Fight Fit Militia,"Cape Town, South Africa","Gardens, Cape Town, Western Cape, South Africa"
Jon Madsen,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",HIT Squad,"Sioux Falls, South Dakota, United States","Alexandria, Minnesota"
Mark Madsen,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 23, 1984",,"Nykobing Falster, Denmark","Maribo, Denmark"
Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",Kings MMA,Brazil,"Balneario Camboriu, Santa Catarina, Brazil"
Vinny Magalhaes,"6' 3""",205 lbs.,"75""",Orthodox,"Jul 02, 1984",Xtreme Couture,"Rio de Janeiro, Rio de Janeiro, Brazil","Las Vegas, Nevada"
Caio Magalhaes,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987",Teixeira MMA & Fitness,"Sobral, Ceara, Brazil","Fortaleza, Ceara, Brazil"
Angela Magana,"5' 1""",115 lbs.,"65""",Orthodox,"Aug 02, 1983",Phuket Top Team,"Farmington, New Mexico",Thailand
Neil Magny,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",Elevation Fight Team,United States,"Dolton, Illinois"
Rashid Magomedov,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",Gorets FT,"Makhachkala, Russia","Makhachkala, Russia"
Ruslan Magomedov,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",American Kickboxing Academy,Russia,Russia
Zabit Magomedsharipov,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",DagFighter,Russia,"Khasavyurt, Russia"
John Maguire,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983",Tsunami Gym,"Peterborough, Cambridgeshire, United Kingdom","Cambridge, England"
Demian Maia,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",Vila da Luta,"Sao Paulo, Sao Paulo, Brazil","Sao Paulo, Sao Paulo, Brazil"
Jennifer Maia,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",Chute Boxe Monstro,"Curitiba, Parana, Brazil","Curitiba, Parana, Brazil"
Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",,United States,New York
John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",,"Halifax, Nova Scotia, Canada","Laval, Quebec"
Islam Makhachev,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",Fightspirit Team,"Dagestan, Russia","Makhachkala, Russia"
Zach Makovsky,"5' 4""",125 lbs.,"64""",Southpaw,"Apr 19, 1983",Tristar Gym,"Bethlehem, Pennsylvania, United States","Philadelphia, Pennsylvania"
Fabio Maldonado,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980",Team Maldonado,"Sorocaba, Sao Paulo, Brazil","Sao Paulo, Sao Paulo, Brazil"
Bea Malecki,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 23, 1991",Fortis MMA,Sweden,"Stockholm, Sweden"
Nate Maness,"5' 10""",135 lbs.,"72""",Orthodox,"Jun 27, 1991",TAG MMA,United States,"Henderson, Kentucky"
Jimi Manuwa,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",Keddles Gym,"Sacramento, California","London, England"
Cristiano Marcello,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",CM System,"Rio de Janeiro, Rio de Janeiro, Brazil","Curitiba, Parana, Brazil"
Marcos Mariano,"6' 1""",155 lbs.,"76""",Switch,"Oct 12, 1986",Team 4 Life MMA,Brazil,"Guarulhos, Sao Paulo, Brazil"
Ronny Markes,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",Xtreme Couture,"Natal, Rio Grande do Norte, Brazil","Orlando, Florida"
Rory Markham,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982",Miletich Fighting Systems,"Chicago, Illinois, United States","Bettendorf, Iowa"
Randa Markos,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",Tristar Gym,Iraq,"Montreal, Quebec, Canada"
Christina Marks,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",Fight Ugly,United States,"San Diego, California"
Nate Marquardt,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",Genesis Training Academy,"Lander, Wyoming, United States","Denver, Colorado"
Danilo Marques,"6' 6""",205 lbs.,"77""",Orthodox,"Dec 26, 1985",Vila da Luta,"Sao Paulo, Sao Paulo, Brazil","Sao Paulo, Sao Paulo, Brazil"
Julian Marquez,"6' 2""",185 lbs.,"75""",Orthodox,"May 08, 1990",Syndicate MMA,"Kansas City, Missouri","Las Vegas, Nevada"
Carmelo Marrero,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",American Top Team,"Douglasville, Pennsylvania, United States","Douglasville, Pennsylvania"
Eliot Marshall,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",,"Franklinville, New Jersey, United States","Boulder, Colorado"
Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",Tillery Combat MMA Academy,Wales,"Abertillery, Wales"
Terry Martin,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",Iron Academy,"Chicago, Illinois, United States","Chicago, Illinois"
Anthony Rocco Martin,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",American Top Team,"Palos Heights, Illinois, United States","Boston, Massachusetts"
Mallory Martin,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",Elevation Fight Team,United States,"Denver, Colorado"
Danny Martinez,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",Alliance MMA,"Tempe, Arizona","Chula Vista, California"
Henry Martinez,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",Jackson Wink MMA,"Espanola, New Mexico, United States","Albuquerque, New Mexico"
Jonathan Martinez,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",Different Breed MMA,"Los Angeles, California","Plainview, Texas"
Roque Martinez,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986",Spike 22,Guam,Guam
Adriano Martins,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",Top Life Amazonas,"Manaus, Amazonas, Brazil","Manaus, Amazonas, Brazil"
Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",Capital da Luta,"Montes Claros, Minas Gerais, Brazil","Sao Paulo, Sao Paulo, Brazil"
Bristol Marunde,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982",West Coast Fight Team,"Fairbanks, Alaska, United States","Las Vegas, Nevada"
Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982",Team Bombsquad,"Teaneck, New Jersey, United States","Paterson, New Jersey"
Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",American Top Team,"Miami, Florida, United States","Miami, Florida"
Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",Nexus,Australia,"Melbourne, Victoria, Australia"
Vladimir Matyushenko,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",VMAT,Belarus,"El Segundo, California"
Don'Tale Mayes,"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992",Bronx Hill MMA,United States,"Jeffersonville, Indiana, United States"
Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",Power MMA,"Phoenix, Arizona, United States","Santa Cruz, California"
Gina Mazany,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988",Xtreme Couture,"Anchorage, Alaska, United States","Las Vegas, Nevada"
Sabina Mazo,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",Muay Thai Medellin,"Medellín, Antioquia, Colombia","Huntington Beach, California"
Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",Team Oyama,"Costa Mesa, California","Irvine, California"
Molly McCann,"5' 4""",125 lbs.,"62""",Orthodox,"May 04, 1990",Next Generation MMA Liverpool,"Liverpool, England","Liverpool, England"
Charles McCarthy,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",,United States,"Miami, Florida, USA"
Sean McCorkle,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976",C-4 MMA,"Indianapolis, Indiana, United States","Indianapolis, Indiana"
Kris McCray,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",Team Gold Metal Grappling,"Schweinfurt, Germany","New York, New York, United States"
Tamdan McCrory,"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986",Central New York MMA,"Ithaca, New York, United States","Binghamton, New York"
Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",Team Punishment,United States,"Orange, California"
